age,Medu,Fedu,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3,study_efficiency,risk_score,social_stability,G1^2,G1_G2,G2^2,school_MS,sex_M,address_U,famsize_LE3,Pstatus_T,Mjob_health,Mjob_other,Mjob_services,Mjob_teacher,Fjob_health,Fjob_other,Fjob_services,Fjob_teacher,reason_home,reason_other,reason_reputation,guardian_mother,guardian_other,subject_portuguese
15,2,1,1,2,0,0,0,0,1,1,1,1,1,5,4,2,1,1,5,8,9.0,9.0,9,2.0,0.04266666666666667,4.0,81.0,81.0,81.0,False,True,False,False,True,True,False,False,False,False,False,True,False,False,False,True,True,False,False
16,4,4,1,2,0,0,1,0,1,1,1,1,0,5,4,4,1,2,5,2,15.0,15.0,16,2.0,0.035666666666666666,5.0,225.0,225.0,225.0,False,True,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False
15,4,4,2,2,0,0,1,0,1,1,1,0,0,4,4,3,1,1,2,2,11.0,13.0,14,2.0,0.010666666666666668,4.0,121.0,143.0,169.0,False,True,True,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False
16,3,3,2,1,0,0,0,0,1,1,1,1,0,5,4,2,1,1,5,0,13.0,14.0,13,1.0,0.0,5.0,169.0,182.0,196.0,False,True,True,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False
17,1,3,3,2,1,0,1,0,1,1,1,1,0,5,2,4,1,4,5,20,9.0,7.0,8,1.0,0.315,5.0,81.0,63.0,49.0,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False
15,3,4,1,1,0,0,0,0,0,1,1,1,0,3,4,3,1,2,4,6,14.0,13.0,13,1.0,0.057,3.0,196.0,182.0,169.0,False,True,True,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False
15,1,2,1,2,0,0,0,0,0,0,1,1,0,3,2,3,1,2,1,2,16.0,15.0,15,2.0,0.035666666666666666,3.0,256.0,240.0,225.0,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False
15,2,2,1,4,0,0,1,1,1,1,1,1,0,5,5,4,1,2,5,6,16.0,14.0,15,4.0,0.057,5.0,256.0,224.0,196.0,False,True,True,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False
16,2,4,2,2,0,0,1,1,1,1,1,1,1,4,2,2,1,2,5,2,13.0,13.0,13,2.0,0.035666666666666666,3.2,169.0,169.0,169.0,False,False,True,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False
16,4,4,1,1,0,0,1,0,1,1,1,1,0,3,4,4,1,4,5,18,14.0,11.0,13,1.0,0.171,3.0,196.0,154.0,121.0,False,True,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False
16,2,2,1,2,0,0,0,1,0,1,1,1,1,5,4,4,1,1,5,0,8.0,7.0,8,2.0,0.0,4.0,64.0,56.0,49.0,False,False,True,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False
15,3,4,1,1,0,1,0,0,0,1,1,1,0,5,5,5,3,2,5,0,13.0,13.0,12,1.0,0.07500000000000001,5.0,169.0,169.0,169.0,False,True,True,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False
15,3,4,1,2,0,1,0,0,1,1,1,1,1,5,3,2,1,1,1,0,7.0,10.0,11,2.0,0.0,4.0,49.0,70.0,100.0,False,False,True,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False
19,0,1,1,2,3,0,1,0,0,0,0,0,0,3,4,2,1,1,5,2,7.0,8.0,9,0.5,0.4106666666666667,3.0,49.0,56.0,64.0,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False
18,2,2,1,1,2,0,1,0,1,1,1,1,0,3,3,3,1,2,4,0,7.0,4.0,0,0.3333333333333333,0.2916666666666667,3.0,49.0,28.0,16.0,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False
16,4,4,1,1,0,0,0,1,1,1,1,1,0,3,5,5,2,5,4,8,18.0,18.0,18,1.0,0.16766666666666669,3.0,324.0,324.0,324.0,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False
15,3,4,2,3,2,0,1,0,0,1,1,1,1,4,2,2,2,2,5,0,12.0,0.0,0,1.0,0.31666666666666665,3.2,144.0,0.0,0.0,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False
15,1,1,3,1,0,0,1,0,1,0,1,1,1,4,3,3,1,2,4,0,8.0,0.0,0,1.0,0.025,3.2,64.0,0.0,0.0,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False
17,2,2,1,1,0,0,1,0,0,1,1,1,1,3,4,4,1,3,5,12,10.0,13.0,12,1.0,0.114,2.4000000000000004,100.0,130.0,169.0,False,False,True,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False
16,3,4,1,1,0,0,0,0,0,1,1,1,0,3,2,1,1,4,5,16,12.0,11.0,11,1.0,0.16033333333333336,3.0,144.0,132.0,121.0,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
15,3,4,4,2,0,0,1,0,0,1,1,0,1,5,3,3,1,1,5,0,9.0,0.0,0,2.0,0.0,4.0,81.0,0.0,0.0,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False
15,4,4,1,3,0,0,1,0,1,1,1,1,1,4,3,3,1,1,5,0,11.0,0.0,0,3.0,0.0,3.2,121.0,0.0,0.0,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False
17,3,4,3,2,0,0,0,0,0,1,1,0,0,5,4,5,2,4,5,0,10.0,0.0,0,2.0,0.1,5.0,100.0,0.0,0.0,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False
16,3,3,2,1,2,0,1,0,1,0,1,1,1,4,3,2,1,1,5,0,4.0,0.0,0,0.3333333333333333,0.26666666666666666,3.2,16.0,0.0,0.0,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False
16,1,1,1,2,1,0,0,0,0,1,1,0,1,4,4,4,1,3,5,0,14.0,12.0,12,1.0,0.18333333333333335,3.2,196.0,168.0,144.0,False,True,True,True,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False
15,4,4,2,1,0,0,0,0,1,1,1,1,0,4,3,2,1,1,5,0,16.0,16.0,15,1.0,0.0,4.0,256.0,256.0,256.0,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False
15,4,3,2,4,0,1,1,0,0,1,1,1,0,2,2,2,1,1,3,0,7.0,9.0,0,4.0,0.0,2.0,49.0,63.0,81.0,False,True,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False
16,2,2,2,1,2,0,1,0,1,1,1,1,0,2,3,3,2,2,2,8,9.0,9.0,9,0.3333333333333333,0.35933333333333334,2.0,81.0,81.0,81.0,False,True,True,True,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False
15,4,4,1,3,0,0,1,1,1,1,1,1,0,4,2,2,1,1,5,2,9.0,11.0,11,3.0,0.010666666666666668,4.0,81.0,99.0,121.0,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False
16,1,1,1,1,0,0,0,0,0,1,1,1,0,3,4,4,3,3,1,2,14.0,14.0,13,1.0,0.11066666666666668,3.0,196.0,196.0,196.0,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
17,2,1,1,1,3,0,1,0,0,1,1,1,0,5,4,5,1,2,5,0,5.0,0.0,0,0.25,0.42500000000000004,5.0,25.0,0.0,0.0,False,True,True,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False
15,1,1,1,2,0,0,1,1,0,1,1,1,0,4,4,2,1,2,5,0,8.0,11.0,11,2.0,0.025,4.0,64.0,88.0,121.0,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False
15,3,2,1,2,3,0,1,0,0,1,1,1,0,3,3,2,1,1,3,0,6.0,7.0,0,0.5,0.4,3.0,36.0,42.0,49.0,False,False,True,False,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False
15,1,2,1,2,0,0,1,1,0,0,1,1,0,4,3,2,1,1,5,2,10.0,11.0,11,2.0,0.010666666666666668,4.0,100.0,110.0,121.0,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False
16,4,4,1,1,0,0,1,0,0,1,0,1,1,3,3,2,2,1,5,0,7.0,6.0,0,1.0,0.025,2.4000000000000004,49.0,42.0,36.0,False,True,True,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False
15,2,1,4,1,3,0,0,0,0,1,1,1,0,4,5,5,2,5,5,0,8.0,9.0,10,0.25,0.525,4.0,64.0,72.0,81.0,False,True,True,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False
18,1,1,1,1,3,0,0,0,0,1,0,1,1,2,3,5,2,5,4,0,6.0,5.0,0,0.25,0.525,1.6,36.0,30.0,25.0,False,True,True,True,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False
16,2,1,1,1,1,0,0,0,1,1,1,0,1,4,4,4,3,5,5,6,12.0,13.0,14,0.5,0.31533333333333335,3.2,144.0,156.0,169.0,False,True,True,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False
15,3,3,2,3,2,0,1,1,1,1,1,1,1,4,2,1,2,3,3,8,10.0,10.0,10,1.0,0.38433333333333336,3.2,100.0,100.0,100.0,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False
19,3,2,1,1,3,0,1,0,0,1,0,1,1,4,5,4,1,1,4,0,5.0,0.0,0,0.25,0.4,3.2,25.0,0.0,0.0,False,True,True,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False
17,4,4,1,1,0,1,1,0,0,1,1,0,1,4,2,1,1,1,4,0,11.0,11.0,12,1.0,0.0,3.2,121.0,121.0,121.0,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False
15,2,3,1,2,0,1,0,1,1,1,1,0,0,4,4,4,1,1,1,2,11.0,8.0,8,2.0,0.010666666666666668,4.0,121.0,88.0,64.0,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False
17,1,2,1,1,0,0,0,0,0,1,1,0,0,2,2,2,3,3,5,8,16.0,12.0,13,1.0,0.14266666666666666,2.0,256.0,192.0,144.0,False,True,False,True,True,False,True,False,False,False,True,False,False,False,False,True,True,False,False
18,1,1,3,1,3,0,1,0,1,0,1,0,0,5,2,5,1,5,4,6,9.0,8.0,10,0.25,0.532,5.0,81.0,72.0,64.0,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False
16,2,2,3,1,0,0,0,0,0,0,1,0,0,4,2,2,1,2,3,2,17.0,15.0,15,1.0,0.035666666666666666,4.0,289.0,255.0,225.0,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False
16,3,3,1,2,1,0,1,1,0,1,1,1,1,4,5,5,4,4,5,4,10.0,12.0,12,1.0,0.3046666666666667,3.2,100.0,120.0,144.0,False,True,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False
17,2,1,2,1,2,0,0,0,1,1,0,1,1,3,3,2,2,2,5,0,7.0,6.0,0,0.3333333333333333,0.31666666666666665,2.4000000000000004,49.0,42.0,36.0,False,True,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False
15,3,2,2,2,2,1,1,0,0,1,1,1,1,4,4,4,1,4,3,6,5.0,9.0,7,0.6666666666666666,0.37366666666666665,3.2,25.0,45.0,81.0,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False
16,1,2,2,1,1,0,0,0,1,1,1,0,0,4,4,4,2,4,5,0,7.0,0.0,0,0.5,0.23333333333333334,4.0,49.0,0.0,0.0,False,True,True,True,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False
17,1,3,1,1,0,0,0,0,0,1,0,1,0,5,3,3,1,4,2,2,10.0,10.0,10,1.0,0.08566666666666668,5.0,100.0,100.0,100.0,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
17,1,1,4,2,3,0,0,0,1,1,0,0,1,5,3,5,1,5,5,0,5.0,8.0,7,0.5,0.5,4.0,25.0,40.0,64.0,False,True,False,True,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False
16,3,2,2,1,1,0,1,0,1,0,0,0,0,4,5,2,1,1,2,16,12.0,11.0,12,0.5,0.21866666666666668,4.0,144.0,132.0,121.0,False,True,True,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False
16,2,2,1,2,0,0,0,0,0,1,0,1,0,4,3,5,2,4,4,4,10.0,10.0,10,2.0,0.12133333333333335,4.0,100.0,100.0,100.0,False,True,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False
16,4,2,1,2,0,0,0,1,0,1,1,1,1,4,2,3,1,1,3,0,14.0,15.0,16,2.0,0.0,3.2,196.0,210.0,225.0,False,False,True,False,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False
16,2,2,1,2,0,0,1,1,0,0,1,1,0,5,1,5,1,1,4,0,6.0,7.0,0,2.0,0.0,5.0,36.0,42.0,49.0,False,False,True,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False
16,4,4,1,2,0,0,1,1,0,1,1,1,1,4,4,2,1,1,3,0,14.0,14.0,14,2.0,0.0,3.2,196.0,196.0,196.0,False,False,True,False,True,True,False,False,False,True,False,False,False,False,False,True,True,False,False
16,3,4,3,1,2,0,1,0,1,0,1,1,0,3,4,5,2,4,2,0,6.0,5.0,0,0.3333333333333333,0.3666666666666667,3.0,36.0,30.0,25.0,False,True,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False
16,1,0,2,2,0,0,1,1,1,1,1,1,1,4,3,2,1,1,3,2,13.0,15.0,16,2.0,0.010666666666666668,3.2,169.0,195.0,225.0,False,True,True,False,True,False,True,False,False,False,True,False,False,False,False,True,True,False,False
17,4,4,1,2,0,0,1,1,1,1,1,1,0,4,4,4,1,3,5,0,13.0,11.0,10,2.0,0.05,4.0,169.0,143.0,121.0,False,True,True,True,True,False,False,False,True,False,True,False,False,False,False,True,True,False,False
16,1,3,1,2,3,0,0,0,1,0,1,1,1,4,3,5,1,1,3,0,8.0,7.0,0,0.5,0.4,3.2,64.0,56.0,49.0,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False
16,3,3,2,2,0,0,1,1,1,1,1,1,0,4,4,5,1,1,4,4,10.0,11.0,9,2.0,0.021333333333333336,4.0,100.0,110.0,121.0,False,False,True,True,True,False,True,False,False,False,True,False,False,False,False,True,True,False,False
17,4,3,2,2,0,0,0,1,1,1,1,1,0,4,4,4,4,4,4,4,10.0,9.0,9,2.0,0.17133333333333337,4.0,100.0,90.0,81.0,False,True,True,True,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False
16,2,2,2,2,0,0,0,1,1,0,1,1,0,3,4,4,1,4,5,2,13.0,13.0,11,2.0,0.08566666666666668,3.0,169.0,169.0,169.0,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False
17,3,3,1,2,0,0,0,0,1,0,1,1,0,4,3,4,1,4,4,4,6.0,5.0,6,2.0,0.09633333333333335,4.0,36.0,30.0,25.0,False,True,True,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False
16,4,2,1,1,0,0,1,0,1,1,1,1,1,4,3,3,3,4,3,10,10.0,8.0,9,1.0,0.17833333333333334,3.2,100.0,80.0,64.0,False,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,True,False,False
17,4,3,1,2,0,0,1,0,1,1,1,1,1,5,2,3,1,1,2,4,10.0,10.0,11,2.0,0.021333333333333336,4.0,100.0,100.0,100.0,False,True,True,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False
16,4,3,1,2,0,0,1,1,1,1,1,1,0,3,4,3,2,3,3,10,9.0,8.0,8,2.0,0.12833333333333335,3.0,81.0,72.0,64.0,False,True,True,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False
16,3,3,1,2,0,0,0,1,1,1,1,1,1,4,2,3,1,2,3,2,12.0,13.0,12,2.0,0.035666666666666666,3.2,144.0,156.0,169.0,False,True,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False
17,2,4,1,2,0,0,1,0,1,1,1,0,0,5,4,2,2,3,5,0,16.0,17.0,17,2.0,0.07500000000000001,5.0,256.0,272.0,289.0,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False
17,3,3,1,2,0,0,1,0,1,1,1,1,1,5,3,3,2,3,1,56,9.0,9.0,8,2.0,0.3736666666666667,4.0,81.0,81.0,81.0,False,False,True,True,True,False,True,False,False,False,True,False,False,False,False,True,True,False,False
16,3,2,1,2,0,0,1,1,0,1,1,1,0,1,2,2,1,2,1,14,12.0,13.0,12,2.0,0.09966666666666668,1.0,144.0,156.0,169.0,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,True,True,False,False
17,3,3,1,2,0,0,1,0,1,1,1,1,1,4,3,4,2,3,4,12,12.0,12.0,11,2.0,0.139,3.2,144.0,144.0,144.0,False,True,True,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False
16,1,2,1,1,0,0,1,1,1,1,1,1,1,3,3,3,1,2,3,2,11.0,12.0,11,1.0,0.035666666666666666,2.4000000000000004,121.0,132.0,144.0,False,True,True,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False
16,2,1,1,2,0,0,0,1,1,1,1,1,1,4,2,3,1,2,5,0,15.0,15.0,15,2.0,0.025,3.2,225.0,225.0,225.0,False,True,True,True,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False
17,3,3,1,2,0,0,1,0,0,0,1,1,1,3,3,3,1,3,3,6,8.0,7.0,9,2.0,0.082,2.4000000000000004,64.0,56.0,49.0,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False
17,1,2,1,2,0,0,0,0,0,1,1,0,0,3,1,3,1,5,3,4,8.0,9.0,10,2.0,0.12133333333333335,3.0,64.0,72.0,81.0,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False
16,2,3,1,2,0,0,0,0,0,1,1,1,0,4,3,3,1,1,2,10,11.0,12.0,13,2.0,0.05333333333333334,4.0,121.0,132.0,144.0,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False
17,1,1,1,2,0,0,0,0,1,1,1,1,0,5,3,3,1,1,3,0,8.0,8.0,9,2.0,0.0,5.0,64.0,64.0,64.0,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False
17,1,2,2,2,0,0,0,1,1,0,1,1,0,4,4,4,4,5,5,12,7.0,8.0,8,2.0,0.23900000000000002,4.0,49.0,56.0,64.0,False,True,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False
16,3,3,1,1,0,0,1,0,1,1,1,1,0,4,3,2,3,4,5,8,8.0,9.0,10,1.0,0.16766666666666669,4.0,64.0,72.0,81.0,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,True,False,False
16,2,3,2,1,0,0,0,0,0,1,1,1,0,5,3,3,1,1,3,0,13.0,14.0,14,1.0,0.0,5.0,169.0,182.0,196.0,False,True,True,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False
17,2,4,1,2,0,0,0,0,1,1,1,1,1,4,3,2,1,1,5,0,14.0,15.0,15,2.0,0.0,3.2,196.0,210.0,225.0,False,False,True,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False
17,4,4,1,1,0,0,0,0,0,1,1,1,0,5,2,3,1,2,5,4,17.0,15.0,16,1.0,0.04633333333333334,5.0,289.0,255.0,225.0,False,True,True,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False
16,3,3,3,1,0,0,1,1,1,1,1,1,0,3,3,4,3,5,3,8,9.0,9.0,10,1.0,0.1926666666666667,3.0,81.0,81.0,81.0,False,True,False,True,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False
17,4,4,2,1,1,0,1,0,0,1,1,1,0,4,2,4,2,3,2,24,18.0,18.0,18,0.5,0.3363333333333333,4.0,324.0,324.0,324.0,False,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False
16,4,4,1,2,0,0,1,1,0,1,1,1,0,4,5,2,1,2,3,0,9.0,9.0,10,2.0,0.025,4.0,81.0,81.0,81.0,False,False,True,True,True,False,False,False,True,False,False,False,True,False,False,True,True,False,False
16,4,3,1,2,0,0,1,0,1,1,1,1,0,4,3,5,1,5,2,2,16.0,16.0,16,2.0,0.11066666666666668,4.0,256.0,256.0,256.0,False,False,True,False,True,True,False,False,False,False,True,False,False,True,False,False,True,False,False
16,2,3,1,2,0,1,1,1,1,1,1,0,0,4,4,3,1,3,4,6,8.0,10.0,10,2.0,0.082,4.0,64.0,80.0,100.0,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,True,True,False,False
17,1,1,1,2,0,0,1,1,0,0,1,0,0,4,4,4,1,3,1,4,9.0,9.0,10,2.0,0.07133333333333333,4.0,81.0,81.0,81.0,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False
17,2,2,1,1,0,0,1,0,0,1,1,1,0,5,3,2,1,2,3,18,7.0,6.0,6,1.0,0.121,5.0,49.0,42.0,36.0,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,True,False,False
16,2,2,2,4,0,0,1,1,1,0,1,1,0,5,3,5,1,1,5,6,10.0,10.0,11,4.0,0.032,5.0,100.0,100.0,100.0,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,True,False,False
17,3,4,1,3,1,0,1,1,0,1,1,1,1,4,4,3,3,4,5,28,10.0,9.0,9,1.5,0.4076666666666667,3.2,100.0,90.0,81.0,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False
16,3,1,1,2,3,0,1,1,0,1,1,1,0,2,3,3,2,2,4,5,7.0,7.0,7,0.5,0.4766666666666667,2.0,49.0,49.0,49.0,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False
16,4,3,1,2,0,0,0,1,1,1,1,1,1,1,3,2,1,1,1,10,11.0,12.0,13,2.0,0.05333333333333334,0.8,121.0,132.0,144.0,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False
16,1,1,2,1,0,0,1,1,0,1,1,0,0,4,3,2,1,4,5,6,9.0,9.0,10,1.0,0.10700000000000001,4.0,81.0,81.0,81.0,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False
17,4,3,2,3,0,0,1,1,1,1,1,1,1,4,4,2,1,1,4,6,7.0,7.0,7,3.0,0.032,3.2,49.0,49.0,49.0,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,True,False,False
19,3,3,1,4,0,0,1,1,1,1,1,1,0,4,3,3,1,2,3,10,8.0,8.0,8,4.0,0.07833333333333334,4.0,64.0,64.0,64.0,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,True,False,True,False
17,4,4,1,2,0,0,1,1,0,1,1,1,1,5,3,5,4,5,3,13,12.0,12.0,13,2.0,0.24433333333333335,4.0,144.0,144.0,144.0,False,True,True,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False
16,2,2,1,2,0,1,1,1,0,1,1,1,0,3,3,4,1,1,4,0,12.0,13.0,14,2.0,0.0,3.0,144.0,156.0,169.0,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False
18,2,2,1,2,1,0,1,1,1,1,1,1,0,4,4,4,2,4,5,15,6.0,7.0,8,1.0,0.31333333333333335,4.0,36.0,42.0,49.0,False,True,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False
17,4,4,1,1,0,0,1,1,0,1,1,0,0,5,2,1,1,2,3,12,8.0,10.0,10,1.0,0.089,5.0,64.0,80.0,100.0,False,False,False,True,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False
17,3,2,2,2,0,0,0,1,0,1,1,1,0,4,4,4,1,3,1,2,14.0,15.0,15,2.0,0.060666666666666674,4.0,196.0,210.0,225.0,False,False,True,True,True,False,True,False,False,False,True,False,False,False,False,True,True,False,False
17,4,3,1,2,2,0,0,1,0,1,1,1,1,3,4,5,2,4,1,22,6.0,6.0,4,0.6666666666666666,0.484,2.4000000000000004,36.0,36.0,36.0,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,True,True,False,False
18,3,3,1,2,1,0,1,1,0,1,1,1,0,3,2,4,2,4,4,13,6.0,6.0,8,1.0,0.30266666666666664,3.0,36.0,36.0,36.0,False,True,True,True,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False
17,2,3,2,1,0,0,1,1,0,1,1,0,0,3,3,3,1,4,3,3,7.0,7.0,8,1.0,0.09100000000000001,3.0,49.0,49.0,49.0,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False
